VBELN,CustomerId,CustomerName,Country,Segment,Product,Qty_Ordered,Unit_Price_EUR,Net_Value_EUR,Currency,SO_Date,Requested_Delivery_Date,Incoterms,Payment_Terms,Status,SalesOffice,SalesRep,Offset_Obligation_Pct
SD00000258,CUST-HRV-001,Croatian Air Force,Croatia,Government,Training_Package,1,3000000,2959560.03,EUR,2018-02-13,2021-01-24,DDP,Milestone-based,Fully Delivered,Singapore,Antoine Morel,30
SD00000259,CUST-GRC-001,Hellenic Air Force,Greece,Government,Falcon 6X,12,45000000,516059938.81,EUR,2021-02-12,2023-09-08,DAP,"30% advance, 70% on delivery",In Production,New Delhi,Antoine Morel,50
SD00000260,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Training_Package,1,3000000,2901188.2,EUR,2018-04-29,2020-01-12,DDP,"30% advance, 70% on delivery",In Production,New Delhi,Antoine Morel,30
SD00000261,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Rafale F4,10,95000000,979402445.45,EUR,2018-03-09,2019-03-10,DDP,"30% advance, 70% on delivery",Partially Delivered,New Delhi,Marc Dupont,0
SD00000262,CUST-GRC-001,Hellenic Air Force,Greece,Government,Rafale F3-R,8,90000000,742631342.88,EUR,2022-08-22,2024-08-01,CIF,L/C 90 days,Fully Delivered,Paris,Isabelle Bernard,50
SD00000263,CUST-PRIV-003,Air France,France,Commercial,Training_Package,1,3000000,2946334.48,EUR,2020-12-02,2023-09-25,DDP,Milestone-based,Open,Paris,Isabelle Bernard,0
SD00000264,CUST-GRC-001,Hellenic Air Force,Greece,Government,Falcon 6X,9,45000000,420082085.34,EUR,2022-12-11,2024-04-19,CIF,L/C 90 days,Fully Delivered,New Delhi,Marc Dupont,50
SD00000265,CUST-IND-002,Indian Navy,India,Government,Falcon 8X,3,60000000,176699842.16,EUR,2018-06-14,2022-03-22,EXW,Milestone-based,Fully Delivered,Cairo,Antoine Morel,30
SD00000266,CUST-PRIV-004,Total Energies,France,Commercial,Falcon 10X,9,75000000,690167728.9,EUR,2019-08-27,2021-07-13,DDP,Milestone-based,Partially Delivered,Singapore,Jean-Pierre Martin,0
SD00000267,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Rafale F4,3,95000000,273159285.39,EUR,2018-07-13,2019-09-10,DAP,"30% advance, 70% on delivery",Partially Delivered,Abu Dhabi,Antoine Morel,50
SD00000268,CUST-PRIV-004,Total Energies,France,Commercial,Rafale F3-R,11,90000000,1031216747.59,EUR,2018-10-30,2021-11-13,CIF,Milestone-based,Fully Delivered,Paris,Sophie Leclerc,0
SD00000269,CUST-PRIV-002,Reliance Industries,India,Private,Falcon 8X,6,60000000,345728484.19,EUR,2020-10-28,2023-04-22,EXW,L/C 90 days,In Production,Paris,Isabelle Bernard,0
SD00000270,CUST-IND-002,Indian Navy,India,Government,Falcon 8X,3,60000000,173557889.55,EUR,2023-07-10,2026-03-10,DDP,"30% advance, 70% on delivery",Fully Delivered,Singapore,Isabelle Bernard,0
SD00000271,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Rafale F3-R,6,90000000,559286370.66,EUR,2019-09-05,2020-12-23,DDP,Milestone-based,Open,Abu Dhabi,Marc Dupont,50
SD00000272,CUST-PRIV-003,Air France,France,Commercial,Spare_Parts_Bundle,1,2500000,2587499.34,EUR,2020-02-27,2021-09-28,DAP,L/C 90 days,Fully Delivered,Singapore,Sophie Leclerc,0
SD00000273,CUST-UAE-001,UAE Air Force,UAE,Government,Falcon 10X,5,75000000,367576572.05,EUR,2018-03-17,2020-05-29,CIF,L/C 90 days,Partially Delivered,Singapore,Antoine Morel,30
SD00000274,CUST-IND-001,Indian Air Force,India,Government,Falcon 10X,8,75000000,571248573.57,EUR,2019-11-12,2020-05-31,CIF,L/C 90 days,Fully Delivered,Abu Dhabi,Jean-Pierre Martin,50
SD00000275,CUST-GRC-001,Hellenic Air Force,Greece,Government,Falcon 6X,11,45000000,492435654.67,EUR,2020-11-20,2024-11-16,DDP,Milestone-based,Fully Delivered,Cairo,Sophie Leclerc,0
SD00000276,CUST-PRIV-002,Reliance Industries,India,Private,MRO_Package_Annual,1,5000000,4957057.42,EUR,2021-01-02,2022-07-14,CIF,Milestone-based,Partially Delivered,Abu Dhabi,Sophie Leclerc,0
SD00000277,CUST-EGY-001,Egyptian Air Force,Egypt,Government,MRO_Package_Annual,1,5000000,5033619.36,EUR,2018-03-13,2021-01-12,CIF,Milestone-based,Open,Singapore,Jean-Pierre Martin,0
SD00000278,CUST-PRIV-002,Reliance Industries,India,Private,Falcon 8X,1,60000000,60924718.98,EUR,2019-10-08,2021-02-08,DAP,"30% advance, 70% on delivery",Partially Delivered,Abu Dhabi,Isabelle Bernard,0
SD00000279,CUST-UAE-001,UAE Air Force,UAE,Government,Rafale F3-R,3,90000000,272468134.33,EUR,2021-07-17,2025-04-18,CIF,"30% advance, 70% on delivery",Partially Delivered,Cairo,Sophie Leclerc,50
SD00000280,CUST-HRV-001,Croatian Air Force,Croatia,Government,Falcon 8X,10,60000000,613363191.92,EUR,2020-01-07,2020-09-30,DAP,Milestone-based,Partially Delivered,Abu Dhabi,Antoine Morel,50
SD00000281,CUST-IND-001,Indian Air Force,India,Government,MRO_Package_Annual,1,5000000,4798548.02,EUR,2020-04-18,2021-05-22,DAP,"30% advance, 70% on delivery",In Production,Abu Dhabi,Antoine Morel,50
SD00000282,CUST-UAE-001,UAE Air Force,UAE,Government,Falcon 8X,2,60000000,123827064.57,EUR,2018-12-09,2020-06-03,DAP,"30% advance, 70% on delivery",Fully Delivered,Paris,Marc Dupont,50
SD00000283,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Rafale F4,12,95000000,1125463800.57,EUR,2019-09-22,2022-08-28,CIF,Milestone-based,Partially Delivered,Abu Dhabi,Jean-Pierre Martin,0
SD00000284,CUST-PRIV-002,Reliance Industries,India,Private,Rafale F4,9,95000000,840184270.9,EUR,2018-08-28,2021-05-01,EXW,"30% advance, 70% on delivery",In Production,Paris,Jean-Pierre Martin,0
SD00000285,CUST-HRV-001,Croatian Air Force,Croatia,Government,Falcon 8X,10,60000000,625684118.94,EUR,2023-08-02,2026-07-22,CIF,"30% advance, 70% on delivery",Fully Delivered,Abu Dhabi,Antoine Morel,30
SD00000286,CUST-PRIV-004,Total Energies,France,Commercial,Spare_Parts_Bundle,1,2500000,2534451.47,EUR,2021-02-28,2023-11-22,DAP,L/C 90 days,Fully Delivered,Cairo,Sophie Leclerc,0
SD00000287,CUST-UAE-001,UAE Air Force,UAE,Government,Falcon 10X,11,75000000,798624139.48,EUR,2019-08-01,2022-07-09,DDP,"30% advance, 70% on delivery",Fully Delivered,New Delhi,Sophie Leclerc,0
SD00000288,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Rafale F4,1,95000000,92951060.01,EUR,2020-11-02,2024-04-24,DAP,Milestone-based,In Production,Cairo,Antoine Morel,50
SD00000289,CUST-PRIV-004,Total Energies,France,Commercial,Rafale F4,2,95000000,189450129.37,EUR,2023-01-03,2024-05-11,CIF,L/C 90 days,Fully Delivered,Singapore,Antoine Morel,0
SD00000290,CUST-PRIV-002,Reliance Industries,India,Private,Falcon 10X,10,75000000,764299101.86,EUR,2019-01-31,2020-06-23,DDP,"30% advance, 70% on delivery",Partially Delivered,Singapore,Jean-Pierre Martin,0
SD00000291,CUST-IND-001,Indian Air Force,India,Government,Falcon 6X,7,45000000,312550822.61,EUR,2018-03-27,2019-09-02,DAP,"30% advance, 70% on delivery",Fully Delivered,Abu Dhabi,Sophie Leclerc,50
SD00000292,CUST-EGY-001,Egyptian Air Force,Egypt,Government,MRO_Package_Annual,1,5000000,4846695.89,EUR,2022-06-11,2023-12-29,DAP,Milestone-based,Fully Delivered,Paris,Marc Dupont,0
SD00000293,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Falcon 6X,9,45000000,421165350.83,EUR,2018-01-08,2020-07-03,DDP,Milestone-based,Partially Delivered,Singapore,Sophie Leclerc,50
SD00000294,CUST-PRIV-002,Reliance Industries,India,Private,Rafale F3-R,1,90000000,89559916.78,EUR,2023-12-28,2026-11-27,CIF,Milestone-based,In Production,New Delhi,Sophie Leclerc,0
SD00000295,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Falcon 6X,9,45000000,409431258.37,EUR,2022-04-28,2023-12-16,CIF,Milestone-based,In Production,Paris,Antoine Morel,30
SD00000296,CUST-PRIV-003,Air France,France,Commercial,Rafale F4,11,95000000,1093433145.33,EUR,2022-07-07,2023-12-31,DAP,"30% advance, 70% on delivery",In Production,Cairo,Antoine Morel,0
SD00000297,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Rafale F4,1,95000000,99494901.22,EUR,2020-02-17,2021-06-28,DDP,"30% advance, 70% on delivery",Fully Delivered,New Delhi,Antoine Morel,0
SD00000298,CUST-IND-002,Indian Navy,India,Government,Falcon 6X,6,45000000,280738210.55,EUR,2023-03-04,2027-01-10,DAP,L/C 90 days,Fully Delivered,Cairo,Marc Dupont,50
SD00000299,CUST-PRIV-004,Total Energies,France,Commercial,Rafale F3-R,7,90000000,658518057.9,EUR,2023-05-30,2026-08-31,DAP,Milestone-based,In Production,Abu Dhabi,Antoine Morel,0
SD00000300,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Rafale F3-R,11,90000000,1029486541.76,EUR,2023-11-11,2024-11-30,EXW,"30% advance, 70% on delivery",Fully Delivered,Paris,Antoine Morel,0
SD00000301,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Training_Package,1,3000000,3136956.75,EUR,2019-04-24,2022-05-21,DAP,Milestone-based,Cancelled,Singapore,Isabelle Bernard,50
SD00000302,CUST-PRIV-001,Tata Sons Ltd,India,Private,Falcon 6X,9,45000000,412807553.7,EUR,2021-12-04,2025-03-16,DAP,L/C 90 days,In Production,New Delhi,Isabelle Bernard,0
SD00000303,CUST-HRV-001,Croatian Air Force,Croatia,Government,MRO_Package_Annual,1,5000000,5097965.58,EUR,2022-06-24,2025-12-18,DDP,L/C 90 days,In Production,Abu Dhabi,Antoine Morel,0
SD00000304,CUST-EGY-001,Egyptian Air Force,Egypt,Government,MRO_Package_Annual,1,5000000,4974108.69,EUR,2021-06-15,2025-05-28,DDP,Milestone-based,Partially Delivered,Abu Dhabi,Sophie Leclerc,50
SD00000305,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Spare_Parts_Bundle,1,2500000,2532068.64,EUR,2018-02-06,2021-01-31,DDP,L/C 90 days,Fully Delivered,Singapore,Jean-Pierre Martin,50
SD00000306,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Training_Package,1,3000000,2892815.82,EUR,2022-08-15,2025-06-26,EXW,"30% advance, 70% on delivery",Partially Delivered,Cairo,Antoine Morel,50
SD00000307,CUST-HRV-001,Croatian Air Force,Croatia,Government,Training_Package,1,3000000,2856478.11,EUR,2018-01-16,2021-08-21,CIF,Milestone-based,Fully Delivered,Cairo,Marc Dupont,50
SD00000308,CUST-GRC-001,Hellenic Air Force,Greece,Government,Falcon 10X,7,75000000,513229479.54,EUR,2023-09-17,2025-04-15,EXW,"30% advance, 70% on delivery",Fully Delivered,Cairo,Isabelle Bernard,0
SD00000309,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Training_Package,1,3000000,3005696.27,EUR,2021-11-07,2023-07-02,DAP,Milestone-based,In Production,Abu Dhabi,Antoine Morel,50
SD00000310,CUST-IND-001,Indian Air Force,India,Government,Falcon 10X,5,75000000,368101391.11,EUR,2019-11-14,2023-04-01,DAP,Milestone-based,Fully Delivered,New Delhi,Jean-Pierre Martin,0
SD00000311,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Spare_Parts_Bundle,1,2500000,2409885.25,EUR,2023-02-22,2023-11-09,EXW,L/C 90 days,In Production,Singapore,Jean-Pierre Martin,0
SD00000312,CUST-PRIV-001,Tata Sons Ltd,India,Private,Falcon 8X,5,60000000,301039238.61,EUR,2020-10-31,2023-05-03,DDP,"30% advance, 70% on delivery",Partially Delivered,Singapore,Antoine Morel,0
SD00000313,CUST-PRIV-002,Reliance Industries,India,Private,Falcon 6X,11,45000000,510072645.58,EUR,2021-09-13,2024-11-24,DDP,L/C 90 days,In Production,Singapore,Isabelle Bernard,0
SD00000314,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Rafale F4,9,95000000,841972620.21,EUR,2020-08-26,2021-03-23,CIF,Milestone-based,Open,Paris,Jean-Pierre Martin,0
SD00000315,CUST-UAE-001,UAE Air Force,UAE,Government,Rafale F3-R,11,90000000,974646428.68,EUR,2022-05-18,2025-02-16,EXW,L/C 90 days,Open,New Delhi,Jean-Pierre Martin,30
SD00000316,CUST-HRV-001,Croatian Air Force,Croatia,Government,Falcon 10X,2,75000000,150869372.26,EUR,2020-02-24,2023-02-05,EXW,Milestone-based,Cancelled,Cairo,Antoine Morel,0
SD00000317,CUST-PRIV-001,Tata Sons Ltd,India,Private,Training_Package,1,3000000,3124194.18,EUR,2018-03-21,2019-05-17,DDP,Milestone-based,Partially Delivered,Paris,Jean-Pierre Martin,0
SD00000318,CUST-IND-002,Indian Navy,India,Government,Falcon 6X,7,45000000,310979378.89,EUR,2019-05-19,2020-02-20,EXW,Milestone-based,In Production,Abu Dhabi,Sophie Leclerc,50
SD00000319,CUST-PRIV-002,Reliance Industries,India,Private,Rafale F3-R,7,90000000,628988721.77,EUR,2021-11-05,2024-09-14,CIF,Milestone-based,Partially Delivered,New Delhi,Marc Dupont,0
SD00000320,CUST-IND-001,Indian Air Force,India,Government,Spare_Parts_Bundle,1,2500000,2410440.85,EUR,2019-06-01,2020-07-24,EXW,L/C 90 days,In Production,Singapore,Isabelle Bernard,50
SD00000321,CUST-EGY-001,Egyptian Air Force,Egypt,Government,MRO_Package_Annual,1,5000000,5216219.45,EUR,2020-01-01,2021-07-11,DDP,"30% advance, 70% on delivery",Cancelled,Singapore,Jean-Pierre Martin,30
SD00000322,CUST-UAE-001,UAE Air Force,UAE,Government,Falcon 6X,11,45000000,502302056.49,EUR,2021-04-22,2024-04-06,EXW,Milestone-based,Fully Delivered,Abu Dhabi,Isabelle Bernard,50
SD00000323,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Falcon 10X,11,75000000,848551057.72,EUR,2022-03-06,2026-01-07,CIF,Milestone-based,In Production,New Delhi,Jean-Pierre Martin,0
SD00000324,CUST-PRIV-001,Tata Sons Ltd,India,Private,Falcon 6X,6,45000000,256664879.31,EUR,2018-12-02,2020-03-06,EXW,"30% advance, 70% on delivery",In Production,Paris,Sophie Leclerc,0
SD00000325,CUST-PRIV-004,Total Energies,France,Commercial,Rafale F3-R,1,90000000,92169200.88,EUR,2022-06-04,2023-08-19,DAP,"30% advance, 70% on delivery",Fully Delivered,Cairo,Sophie Leclerc,0
SD00000326,CUST-PRIV-003,Air France,France,Commercial,Falcon 8X,11,60000000,691014096.83,EUR,2023-07-20,2024-12-02,EXW,L/C 90 days,Partially Delivered,Singapore,Sophie Leclerc,0
SD00000327,CUST-PRIV-002,Reliance Industries,India,Private,MRO_Package_Annual,1,5000000,5027842.53,EUR,2021-08-08,2025-03-14,DDP,L/C 90 days,In Production,Abu Dhabi,Sophie Leclerc,0
SD00000328,CUST-PRIV-003,Air France,France,Commercial,MRO_Package_Annual,1,5000000,4819971.55,EUR,2021-07-04,2022-07-26,EXW,Milestone-based,Partially Delivered,Abu Dhabi,Antoine Morel,0
SD00000329,CUST-IND-002,Indian Navy,India,Government,Training_Package,1,3000000,2869968.03,EUR,2021-10-08,2022-07-21,DAP,Milestone-based,Partially Delivered,Abu Dhabi,Antoine Morel,0
SD00000330,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Training_Package,1,3000000,2986232.41,EUR,2021-01-07,2024-02-26,EXW,L/C 90 days,In Production,New Delhi,Marc Dupont,0
SD00000331,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Training_Package,1,3000000,3112153.51,EUR,2021-04-26,2022-06-09,CIF,"30% advance, 70% on delivery",Fully Delivered,Abu Dhabi,Antoine Morel,30
SD00000332,CUST-PRIV-004,Total Energies,France,Commercial,Training_Package,1,3000000,2909831.64,EUR,2021-03-31,2025-02-13,EXW,"30% advance, 70% on delivery",In Production,Cairo,Antoine Morel,0
SD00000333,CUST-PRIV-001,Tata Sons Ltd,India,Private,Rafale F3-R,4,90000000,349028486.02,EUR,2023-12-11,2025-08-27,DAP,L/C 90 days,Partially Delivered,New Delhi,Sophie Leclerc,0
SD00000334,CUST-PRIV-003,Air France,France,Commercial,Falcon 8X,7,60000000,438326241.7,EUR,2023-10-03,2026-11-27,DDP,L/C 90 days,Partially Delivered,Paris,Marc Dupont,0
SD00000335,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Training_Package,1,3000000,3012991.52,EUR,2020-03-15,2020-09-30,CIF,"30% advance, 70% on delivery",In Production,Abu Dhabi,Jean-Pierre Martin,30
SD00000336,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Rafale F4,8,95000000,774554722.18,EUR,2022-08-01,2024-11-27,DDP,Milestone-based,Fully Delivered,New Delhi,Isabelle Bernard,50
SD00000337,CUST-IND-001,Indian Air Force,India,Government,Rafale F4,9,95000000,860516892.57,EUR,2019-03-16,2021-09-10,CIF,"30% advance, 70% on delivery",Partially Delivered,Abu Dhabi,Marc Dupont,50
SD00000338,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Rafale F4,12,95000000,1137627752.89,EUR,2022-04-01,2023-08-26,CIF,L/C 90 days,Partially Delivered,Paris,Marc Dupont,0
SD00000339,CUST-UAE-001,UAE Air Force,UAE,Government,Spare_Parts_Bundle,1,2500000,2409137.93,EUR,2020-11-18,2023-06-26,CIF,Milestone-based,Fully Delivered,Abu Dhabi,Jean-Pierre Martin,50
SD00000340,CUST-PRIV-002,Reliance Industries,India,Private,Rafale F3-R,12,90000000,1029988569.89,EUR,2018-07-17,2022-01-07,EXW,Milestone-based,Partially Delivered,New Delhi,Antoine Morel,0
SD00000341,CUST-IND-001,Indian Air Force,India,Government,Falcon 6X,11,45000000,505339076.98,EUR,2019-11-02,2020-11-10,CIF,L/C 90 days,Fully Delivered,Singapore,Marc Dupont,30
SD00000342,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Falcon 10X,7,75000000,513289105.98,EUR,2023-10-09,2027-02-28,CIF,L/C 90 days,In Production,Abu Dhabi,Isabelle Bernard,0
SD00000343,CUST-PRIV-001,Tata Sons Ltd,India,Private,MRO_Package_Annual,1,5000000,5161942.61,EUR,2023-07-02,2025-10-31,EXW,L/C 90 days,Fully Delivered,New Delhi,Antoine Morel,0
SD00000344,CUST-PRIV-004,Total Energies,France,Commercial,Rafale F4,10,95000000,907377502.45,EUR,2019-08-11,2020-07-02,CIF,L/C 90 days,Partially Delivered,Singapore,Antoine Morel,0
SD00000345,CUST-PRIV-003,Air France,France,Commercial,Rafale F4,3,95000000,279278332.27,EUR,2020-02-08,2024-01-04,CIF,"30% advance, 70% on delivery",Cancelled,Cairo,Jean-Pierre Martin,0
SD00000346,CUST-GRC-001,Hellenic Air Force,Greece,Government,Falcon 10X,5,75000000,390954020.15,EUR,2019-02-10,2021-02-03,DDP,Milestone-based,Fully Delivered,Cairo,Sophie Leclerc,50
SD00000347,CUST-HRV-001,Croatian Air Force,Croatia,Government,Rafale F4,2,95000000,183962279.0,EUR,2020-06-10,2021-02-05,EXW,Milestone-based,In Production,Singapore,Jean-Pierre Martin,0
SD00000348,CUST-PRIV-002,Reliance Industries,India,Private,Falcon 6X,10,45000000,471873217.37,EUR,2023-07-07,2027-01-10,EXW,L/C 90 days,Open,Paris,Jean-Pierre Martin,0
SD00000349,CUST-PRIV-004,Total Energies,France,Commercial,Falcon 8X,2,60000000,119343538.68,EUR,2018-07-12,2021-02-04,CIF,Milestone-based,In Production,Singapore,Sophie Leclerc,0
SD00000350,CUST-UAE-001,UAE Air Force,UAE,Government,MRO_Package_Annual,1,5000000,4794715.13,EUR,2021-07-06,2024-10-31,DAP,L/C 90 days,Partially Delivered,Cairo,Jean-Pierre Martin,50
SD00000351,CUST-GRC-001,Hellenic Air Force,Greece,Government,Falcon 6X,3,45000000,137340016.42,EUR,2018-03-23,2019-05-25,DDP,L/C 90 days,Open,Paris,Jean-Pierre Martin,0
SD00000352,CUST-PRIV-001,Tata Sons Ltd,India,Private,Falcon 8X,10,60000000,629085532.34,EUR,2021-06-13,2022-09-11,EXW,Milestone-based,Fully Delivered,Paris,Sophie Leclerc,0
SD00000353,CUST-PRIV-004,Total Energies,France,Commercial,Spare_Parts_Bundle,1,2500000,2385565.63,EUR,2018-08-30,2022-02-17,DAP,L/C 90 days,In Production,Paris,Jean-Pierre Martin,0
SD00000354,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,MRO_Package_Annual,1,5000000,4780498.27,EUR,2019-07-10,2021-09-10,CIF,"30% advance, 70% on delivery",In Production,Cairo,Jean-Pierre Martin,30
SD00000355,CUST-PRIV-004,Total Energies,France,Commercial,Training_Package,1,3000000,2911692.47,EUR,2022-07-05,2023-10-14,DAP,"30% advance, 70% on delivery",Cancelled,Abu Dhabi,Antoine Morel,0
SD00000356,CUST-PRIV-004,Total Energies,France,Commercial,Spare_Parts_Bundle,1,2500000,2517087.48,EUR,2020-05-06,2022-10-26,DAP,L/C 90 days,In Production,Paris,Marc Dupont,0
SD00000357,CUST-PRIV-001,Tata Sons Ltd,India,Private,MRO_Package_Annual,1,5000000,5237713.87,EUR,2022-10-29,2023-10-29,EXW,Milestone-based,In Production,New Delhi,Jean-Pierre Martin,0
SD00000358,CUST-PRIV-003,Air France,France,Commercial,MRO_Package_Annual,1,5000000,5180387.09,EUR,2022-03-19,2024-01-18,DDP,Milestone-based,Partially Delivered,Abu Dhabi,Jean-Pierre Martin,0
SD00000359,CUST-IND-002,Indian Navy,India,Government,Spare_Parts_Bundle,1,2500000,2447544.33,EUR,2022-05-29,2026-05-04,DDP,L/C 90 days,Open,New Delhi,Isabelle Bernard,50
SD00000360,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Training_Package,1,3000000,2858451.91,EUR,2019-10-11,2023-04-28,CIF,Milestone-based,Partially Delivered,Paris,Marc Dupont,0
SD00000361,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Falcon 8X,9,60000000,517439167.38,EUR,2020-11-10,2022-10-16,CIF,"30% advance, 70% on delivery",Open,Paris,Jean-Pierre Martin,50
SD00000362,CUST-PRIV-004,Total Energies,France,Commercial,Training_Package,1,3000000,3137669.89,EUR,2021-08-17,2023-04-08,EXW,Milestone-based,In Production,Abu Dhabi,Jean-Pierre Martin,0
SD00000363,CUST-GRC-001,Hellenic Air Force,Greece,Government,Rafale F4,1,95000000,92044639.1,EUR,2018-01-06,2019-04-08,DDP,"30% advance, 70% on delivery",Partially Delivered,Abu Dhabi,Sophie Leclerc,50
SD00000364,CUST-HRV-001,Croatian Air Force,Croatia,Government,Falcon 6X,7,45000000,303481108.56,EUR,2023-09-17,2024-10-10,EXW,L/C 90 days,In Production,Abu Dhabi,Isabelle Bernard,0
SD00000365,CUST-PRIV-001,Tata Sons Ltd,India,Private,Falcon 6X,10,45000000,441764483.68,EUR,2020-05-15,2020-12-25,DAP,Milestone-based,Partially Delivered,Cairo,Isabelle Bernard,0
SD00000366,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Rafale F3-R,10,90000000,870633036.09,EUR,2023-09-03,2027-03-04,EXW,L/C 90 days,Fully Delivered,Singapore,Isabelle Bernard,30
SD00000367,CUST-GRC-001,Hellenic Air Force,Greece,Government,MRO_Package_Annual,1,5000000,4805942.91,EUR,2020-08-29,2022-12-30,CIF,"30% advance, 70% on delivery",Partially Delivered,Cairo,Jean-Pierre Martin,50
SD00000368,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Falcon 6X,1,45000000,45638115.73,EUR,2022-10-07,2026-05-11,DAP,"30% advance, 70% on delivery",Cancelled,Cairo,Marc Dupont,50
SD00000369,CUST-IND-001,Indian Air Force,India,Government,Falcon 6X,5,45000000,235059998.11,EUR,2023-08-26,2027-01-27,CIF,"30% advance, 70% on delivery",Cancelled,Singapore,Isabelle Bernard,50
SD00000370,CUST-PRIV-003,Air France,France,Commercial,MRO_Package_Annual,1,5000000,5230900.29,EUR,2020-06-30,2022-04-20,EXW,Milestone-based,In Production,Cairo,Jean-Pierre Martin,0
SD00000371,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Rafale F4,4,95000000,388263484.78,EUR,2018-02-21,2022-02-15,EXW,"30% advance, 70% on delivery",Cancelled,Singapore,Isabelle Bernard,0
SD00000372,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Falcon 8X,7,60000000,404596091.04,EUR,2020-12-19,2022-05-24,EXW,"30% advance, 70% on delivery",Cancelled,New Delhi,Sophie Leclerc,0
SD00000373,CUST-PRIV-002,Reliance Industries,India,Private,Rafale F3-R,12,90000000,1096456269.1,EUR,2023-01-19,2026-02-17,EXW,Milestone-based,Open,Paris,Jean-Pierre Martin,0
SD00000374,CUST-IND-001,Indian Air Force,India,Government,Training_Package,1,3000000,3056840.11,EUR,2021-01-19,2022-02-07,DDP,Milestone-based,Partially Delivered,Abu Dhabi,Sophie Leclerc,50
SD00000375,CUST-PRIV-003,Air France,France,Commercial,Rafale F4,1,95000000,96153149.47,EUR,2021-06-21,2022-07-08,DDP,"30% advance, 70% on delivery",Cancelled,Abu Dhabi,Antoine Morel,0
SD00000376,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Rafale F3-R,10,90000000,920717080.51,EUR,2023-04-29,2024-08-30,EXW,L/C 90 days,Fully Delivered,Cairo,Sophie Leclerc,0
SD00000377,CUST-EGY-001,Egyptian Air Force,Egypt,Government,MRO_Package_Annual,1,5000000,4789064.31,EUR,2023-07-25,2025-09-23,DDP,Milestone-based,Fully Delivered,Paris,Marc Dupont,50
SD00000378,CUST-PRIV-003,Air France,France,Commercial,Falcon 6X,3,45000000,133909416.21,EUR,2019-03-18,2022-09-10,DAP,"30% advance, 70% on delivery",Fully Delivered,New Delhi,Marc Dupont,0
SD00000379,CUST-HRV-001,Croatian Air Force,Croatia,Government,Spare_Parts_Bundle,1,2500000,2399804.19,EUR,2022-04-12,2023-12-23,DAP,"30% advance, 70% on delivery",Open,Singapore,Isabelle Bernard,50
SD00000380,CUST-PRIV-004,Total Energies,France,Commercial,Falcon 8X,1,60000000,62605500.69,EUR,2019-09-13,2020-05-21,EXW,"30% advance, 70% on delivery",Open,Cairo,Isabelle Bernard,0
SD00000381,CUST-PRIV-004,Total Energies,France,Commercial,Falcon 8X,2,60000000,120854894.88,EUR,2020-03-16,2022-12-29,DAP,"30% advance, 70% on delivery",Cancelled,Abu Dhabi,Isabelle Bernard,0
SD00000382,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,MRO_Package_Annual,1,5000000,4765012.53,EUR,2019-01-28,2022-05-05,EXW,L/C 90 days,In Production,Paris,Jean-Pierre Martin,50
SD00000383,CUST-UAE-001,UAE Air Force,UAE,Government,Training_Package,1,3000000,2876842.57,EUR,2018-05-22,2021-05-30,DAP,"30% advance, 70% on delivery",In Production,New Delhi,Antoine Morel,50
SD00000384,CUST-PRIV-002,Reliance Industries,India,Private,Rafale F3-R,12,90000000,1081006137.75,EUR,2018-11-06,2021-07-11,DDP,"30% advance, 70% on delivery",Partially Delivered,Paris,Marc Dupont,0
SD00000385,CUST-GRC-001,Hellenic Air Force,Greece,Government,Falcon 10X,12,75000000,891676141.03,EUR,2019-04-04,2022-07-12,DDP,L/C 90 days,Open,Paris,Isabelle Bernard,0
