VBELN_DEL,VBELN_SO,CustomerId,CustomerName,Country,Product,Qty_Ordered,Qty_Delivered,Planned_Delivery_Date,Actual_Delivery_Date,Delay_Days,IsLate,ShipPoint,TransportMode,InspectionStatus,Anomaly
VL0080000324,SD00000632,CUST-GRC-001,Hellenic Air Force,Greece,MRO_Package_Annual,1,1,2025-01-02,2024-12-03,-30,False,Bordeaux,Sea Freight,Passed,
VL0080000325,SD00000634,CUST-PRIV-001,Tata Sons Ltd,India,Rafale F4,11,11,2021-07-05,2021-06-20,-15,False,Nagpur,Road,Passed,
VL0080000326,SD00000636,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Falcon 8X,11,11,2025-07-15,2025-07-15,0,False,Merignac,Air Freight,Passed,
VL0080000327,SD00000638,CUST-HRV-001,Croatian Air Force,Croatia,Rafale F4,12,12,2024-08-01,2024-08-01,0,False,Nagpur,Road,Passed,
VL0080000328,SD00000639,CUST-PRIV-001,Tata Sons Ltd,India,Falcon 10X,7,4,2025-01-08,2025-01-08,0,False,Merignac,Sea Freight,Passed,
VL0080000329,SD00000640,CUST-HRV-001,Croatian Air Force,Croatia,Falcon 6X,11,11,2022-01-06,2022-01-06,0,False,Bordeaux,Air Freight,Passed,
VL0080000330,SD00000644,CUST-IND-001,Indian Air Force,India,Rafale F3-R,1,0,2025-05-23,2025-05-23,0,False,Bordeaux,Road,Passed,
VL0080000331,SD00000647,CUST-HRV-001,Croatian Air Force,Croatia,Rafale F3-R,9,9,2024-09-11,2024-11-10,60,True,Bordeaux,Air Freight,Passed,DELAY_60D
VL0080000332,SD00000650,CUST-PRIV-003,Air France,France,Rafale F3-R,10,8,2022-08-22,2022-08-22,0,False,Bordeaux,Air Freight,Passed,
VL0080000333,SD00000656,CUST-IND-002,Indian Navy,India,Training_Package,1,0,2025-05-18,2025-05-18,0,False,Nagpur,Road,Passed,
VL0080000334,SD00000658,CUST-PRIV-001,Tata Sons Ltd,India,Falcon 8X,10,10,2026-07-18,2026-10-16,90,True,Bordeaux,Sea Freight,Passed,DELAY_90D
VL0080000335,SD00000662,CUST-EGY-001,Egyptian Air Force,Egypt,Falcon 10X,3,2,2024-06-15,2024-08-14,60,True,Bordeaux,Road,Failed,DELAY_60D
VL0080000336,SD00000663,CUST-HRV-001,Croatian Air Force,Croatia,Falcon 8X,4,4,2021-05-06,2021-05-06,0,False,Nagpur,Sea Freight,Conditional,
VL0080000337,SD00000664,CUST-IND-001,Indian Air Force,India,Falcon 8X,3,3,2019-04-30,2019-04-30,0,False,Nagpur,Road,Passed,
VL0080000338,SD00000668,CUST-IND-001,Indian Air Force,India,Falcon 10X,6,3,2023-10-24,2023-10-24,0,False,Nagpur,Air Freight,Passed,
VL0080000339,SD00000671,CUST-PRIV-001,Tata Sons Ltd,India,Rafale F4,3,3,2026-07-12,2026-08-11,30,True,Nagpur,Air Freight,Passed,
VL0080000340,SD00000672,CUST-PRIV-003,Air France,France,Training_Package,1,1,2025-03-04,2025-03-04,0,False,Merignac,Sea Freight,Passed,
VL0080000341,SD00000673,CUST-PRIV-002,Reliance Industries,India,Falcon 8X,4,3,2023-06-12,2023-06-12,0,False,Nagpur,Road,Passed,
VL0080000342,SD00000674,CUST-UAE-001,UAE Air Force,UAE,Falcon 10X,12,12,2025-02-03,2025-03-05,30,True,Bordeaux,Air Freight,Passed,
VL0080000343,SD00000675,CUST-HRV-001,Croatian Air Force,Croatia,Training_Package,1,0,2027-09-01,2027-10-01,30,True,Merignac,Sea Freight,Passed,
VL0080000344,SD00000676,CUST-IDN-001,Indonesian Air Force,Indonesia,Rafale F3-R,8,8,2020-08-02,2020-10-01,60,True,Nagpur,Air Freight,Passed,DELAY_60D
VL0080000345,SD00000677,CUST-PRIV-003,Air France,France,Rafale F3-R,11,11,2024-07-12,2024-06-27,-15,False,Bordeaux,Air Freight,Passed,
VL0080000346,SD00000680,CUST-PRIV-003,Air France,France,MRO_Package_Annual,1,0,2022-12-18,2022-12-18,0,False,Nagpur,Air Freight,Passed,
VL0080000347,SD00000681,CUST-PRIV-001,Tata Sons Ltd,India,Rafale F4,12,12,2025-12-05,2026-01-04,30,True,Bordeaux,Road,Passed,
VL0080000348,SD00000682,CUST-PRIV-003,Air France,France,Falcon 10X,6,4,2023-03-30,2024-03-29,365,True,Merignac,Sea Freight,Passed,CRITICAL_DELAY_365D
VL0080000349,SD00000683,CUST-UAE-001,UAE Air Force,UAE,Spare_Parts_Bundle,1,1,2024-12-15,2024-12-15,0,False,Nagpur,Road,Passed,
VL0080000350,SD00000684,CUST-GRC-001,Hellenic Air Force,Greece,Training_Package,1,1,2026-12-03,2027-02-01,60,True,Nagpur,Sea Freight,Conditional,DELAY_60D
VL0080000351,SD00000687,CUST-IND-002,Indian Navy,India,Spare_Parts_Bundle,1,0,2023-01-23,2023-01-23,0,False,Nagpur,Sea Freight,Passed,
VL0080000352,SD00000688,CUST-HRV-001,Croatian Air Force,Croatia,Rafale F3-R,8,8,2023-06-29,2023-06-14,-15,False,Merignac,Air Freight,Passed,
VL0080000353,SD00000691,CUST-PRIV-003,Air France,France,Rafale F4,7,7,2020-11-27,2020-11-27,0,False,Bordeaux,Road,Conditional,
VL0080000354,SD00000693,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Rafale F3-R,12,11,2022-11-26,2023-01-25,60,True,Bordeaux,Road,Passed,DELAY_60D
VL0080000355,SD00000694,CUST-PRIV-003,Air France,France,MRO_Package_Annual,1,1,2022-01-18,2022-02-17,30,True,Nagpur,Road,Passed,
VL0080000356,SD00000695,CUST-PRIV-001,Tata Sons Ltd,India,Falcon 6X,7,6,2024-05-03,2024-10-30,180,True,Bordeaux,Air Freight,Passed,CRITICAL_DELAY_180D
VL0080000357,SD00000697,CUST-PRIV-004,Total Energies,France,Falcon 6X,5,5,2019-05-06,2019-06-05,30,True,Nagpur,Road,Passed,
VL0080000358,SD00000698,CUST-PRIV-001,Tata Sons Ltd,India,Falcon 6X,7,3,2019-03-15,2019-06-13,90,True,Bordeaux,Air Freight,Conditional,DELAY_90D
VL0080000359,SD00000702,CUST-GRC-001,Hellenic Air Force,Greece,MRO_Package_Annual,1,0,2021-04-15,2021-04-15,0,False,Bordeaux,Sea Freight,Passed,
VL0080000360,SD00000706,CUST-UAE-001,UAE Air Force,UAE,Falcon 8X,6,5,2024-09-17,2024-09-17,0,False,Bordeaux,Air Freight,Passed,
VL0080000361,SD00000710,CUST-PRIV-001,Tata Sons Ltd,India,Spare_Parts_Bundle,1,0,2019-09-28,2019-09-28,0,False,Bordeaux,Road,Passed,
VL0080000362,SD00000716,CUST-PRIV-002,Reliance Industries,India,Falcon 8X,1,1,2025-05-18,2025-05-03,-15,False,Merignac,Road,Conditional,
VL0080000363,SD00000722,CUST-PRIV-004,Total Energies,France,Rafale F3-R,12,9,2023-11-17,2024-01-16,60,True,Nagpur,Air Freight,Passed,DELAY_60D
VL0080000364,SD00000724,CUST-GRC-001,Hellenic Air Force,Greece,MRO_Package_Annual,1,0,2020-09-25,2021-03-24,180,True,Merignac,Air Freight,Passed,CRITICAL_DELAY_180D
VL0080000365,SD00000728,CUST-EGY-001,Egyptian Air Force,Egypt,Falcon 10X,2,2,2020-04-15,2020-05-15,30,True,Merignac,Sea Freight,Passed,
VL0080000366,SD00000729,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Falcon 6X,11,11,2024-12-24,2025-12-24,365,True,Bordeaux,Air Freight,Passed,CRITICAL_DELAY_365D
VL0080000367,SD00000730,CUST-IND-002,Indian Navy,India,Spare_Parts_Bundle,1,0,2021-10-20,2021-11-19,30,True,Merignac,Road,Passed,
VL0080000368,SD00000733,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Spare_Parts_Bundle,1,1,2021-10-28,2022-01-26,90,True,Merignac,Air Freight,Passed,DELAY_90D
VL0080000369,SD00000734,CUST-IND-002,Indian Navy,India,Falcon 8X,2,1,2024-01-23,2024-04-22,90,True,Nagpur,Air Freight,Passed,DELAY_90D
VL0080000370,SD00000735,CUST-PRIV-003,Air France,France,Falcon 10X,3,3,2022-07-07,2022-06-22,-15,False,Nagpur,Road,Conditional,
VL0080000371,SD00000737,CUST-PRIV-003,Air France,France,Spare_Parts_Bundle,1,0,2024-06-05,2024-06-05,0,False,Nagpur,Sea Freight,Passed,
VL0080000372,SD00000739,CUST-IND-002,Indian Navy,India,Falcon 8X,6,5,2019-06-09,2019-06-09,0,False,Nagpur,Air Freight,Passed,
VL0080000373,SD00000743,CUST-PRIV-002,Reliance Industries,India,Rafale F4,1,1,2022-11-22,2022-11-22,0,False,Merignac,Road,Passed,
VL0080000374,SD00000745,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Falcon 8X,2,1,2022-03-10,2022-04-09,30,True,Merignac,Air Freight,Passed,
VL0080000375,SD00000746,CUST-IND-001,Indian Air Force,India,Falcon 6X,6,6,2023-08-10,2023-08-10,0,False,Nagpur,Air Freight,Passed,
VL0080000376,SD00000749,CUST-PRIV-001,Tata Sons Ltd,India,Rafale F4,5,4,2022-12-20,2022-12-20,0,False,Bordeaux,Air Freight,Passed,
VL0080000377,SD00000750,CUST-PRIV-004,Total Energies,France,Rafale F4,10,10,2026-01-20,2026-01-20,0,False,Nagpur,Road,Passed,
VL0080000378,SD00000752,CUST-HRV-001,Croatian Air Force,Croatia,Rafale F4,10,10,2021-10-15,2021-10-15,0,False,Merignac,Road,Passed,
VL0080000379,SD00000757,CUST-UAE-001,UAE Air Force,UAE,Rafale F3-R,1,0,2024-09-27,2025-09-27,365,True,Bordeaux,Sea Freight,Conditional,CRITICAL_DELAY_365D
VL0080000380,SD00000759,CUST-IND-001,Indian Air Force,India,Falcon 10X,7,7,2023-12-18,2024-03-17,90,True,Merignac,Road,Failed,DELAY_90D
VL0080000381,SD00000762,CUST-IND-001,Indian Air Force,India,Training_Package,1,1,2023-06-18,2023-08-17,60,True,Bordeaux,Air Freight,Passed,DELAY_60D
VL0080000382,SD00000767,CUST-PRIV-003,Air France,France,MRO_Package_Annual,1,1,2022-04-23,2022-05-23,30,True,Merignac,Road,Passed,
VL0080000383,SD00000773,CUST-PRIV-004,Total Energies,France,Rafale F3-R,9,9,2023-10-25,2023-10-25,0,False,Merignac,Air Freight,Passed,
VL0080000384,SD00000774,CUST-PRIV-002,Reliance Industries,India,Rafale F3-R,12,12,2023-02-15,2023-03-17,30,True,Bordeaux,Air Freight,Passed,
VL0080000385,SD00000780,CUST-IND-002,Indian Navy,India,Training_Package,1,1,2022-07-25,2022-07-25,0,False,Merignac,Road,Passed,
VL0080000386,SD00000784,CUST-IND-001,Indian Air Force,India,Falcon 10X,1,0,2023-06-15,2023-09-13,90,True,Nagpur,Sea Freight,Passed,DELAY_90D
VL0080000387,SD00000787,CUST-IND-001,Indian Air Force,India,Spare_Parts_Bundle,1,1,2021-11-23,2022-01-22,60,True,Nagpur,Air Freight,Passed,DELAY_60D
VL0080000388,SD00000790,CUST-PRIV-002,Reliance Industries,India,Rafale F3-R,1,1,2019-10-07,2019-10-07,0,False,Nagpur,Sea Freight,Passed,
VL0080000389,SD00000799,CUST-IDN-001,Indonesian Air Force,Indonesia,Rafale F4,9,9,2020-08-20,2020-10-19,60,True,Nagpur,Sea Freight,Passed,DELAY_60D
